iter	Passed	Remaining
1667	19887	15881
1668	19899	15869
1669	19910	15856
1670	19921	15844
1671	19932	15831
1672	19944	15819
1673	19954	15806
1674	19966	15794
1675	19977	15781
1676	19989	15769
1677	20000	15757
1678	20012	15745
1679	20024	15733
1680	20036	15721
1681	20048	15709
1682	20059	15697
1683	20071	15685
1684	20082	15673
1685	20094	15661
1686	20106	15648
1687	20117	15636
1688	20129	15624
1689	20140	15611
1690	20151	15599
1691	20163	15587
1692	20174	15575
1693	20185	15562
1694	20197	15550
1695	20208	15537
1696	20220	15525
1697	20230	15512
1698	20241	15500
1699	20252	15487
1700	20264	15475
1701	20275	15462
1702	20286	15450
1703	20297	15437
1704	20307	15424
1705	20318	15411
1706	20330	15399
1707	20341	15387
1708	20353	15375
1709	20364	15363
1710	20375	15350
1711	20386	15337
1712	20397	15324
1713	20408	15312
1714	20419	15299
1715	20430	15287
1716	20441	15274
1717	20451	15261
1718	20462	15249
1719	20474	15237
1720	20486	15224
1721	20497	15212
1722	20508	15200
1723	20519	15187
1724	20530	15174
1725	20541	15162
1726	20552	15149
1727	20563	15137
1728	20574	15124
1729	20585	15111
1730	20596	15099
1731	20608	15087
1732	20619	15075
1733	20631	15063
1734	20643	15051
1735	20654	15038
1736	20665	15026
1737	20677	15014
1738	20689	15002
1739	20700	14990
1740	20710	14977
1741	20722	14964
1742	20733	14952
1743	20744	14939
1744	20756	14927
1745	20767	14915
1746	20778	14903
1747	20790	14890
1748	20802	14878
1749	20813	14866
1750	20823	14853
1751	20834	14841
1752	20846	14828
1753	20857	14816
1754	20868	14804
1755	20880	14792
1756	20891	14779
1757	20902	14767
1758	20913	14755
1759	20925	14742
1760	20937	14730
1761	20948	14718
1762	20959	14705
1763	20971	14694
1764	20983	14682
1765	20994	14670
1766	21006	14658
1767	21018	14646
1768	21029	14633
1769	21040	14621
1770	21051	14608
1771	21062	14596
1772	21074	14584
1773	21085	14572
1774	21096	14559
1775	21108	14547
1776	21119	14535
1777	21130	14522
1778	21141	14510
1779	21152	14497
1780	21163	14485
1781	21175	14473
1782	21187	14461
1783	21198	14448
1784	21208	14436
1785	21219	14423
1786	21230	14411
1787	21241	14398
1788	21252	14386
1789	21263	14373
1790	21275	14362
1791	21287	14349
1792	21298	14337
1793	21309	14325
1794	21321	14313
1795	21332	14301
1796	21344	14288
1797	21356	14277
1798	21368	14265
1799	21380	14253
1800	21393	14242
1801	21405	14230
1802	21417	14219
1803	21429	14207
1804	21440	14194
1805	21452	14182
1806	21463	14170
1807	21474	14157
1808	21485	14145
1809	21494	14131
1810	21505	14119
1811	21517	14107
1812	21527	14094
1813	21538	14082
1814	21550	14070
1815	21562	14058
1816	21573	14045
1817	21585	14034
1818	21596	14021
1819	21607	14008
1820	21618	13996
1821	21629	13984
1822	21640	13972
1823	21652	13959
1824	21663	13947
1825	21674	13935
1826	21684	13922
1827	21696	13910
1828	21707	13897
1829	21718	13885
1830	21729	13873
1831	21740	13861
1832	21752	13848
1833	21763	13836
1834	21775	13824
1835	21786	13812
1836	21798	13800
1837	21809	13788
1838	21819	13775
1839	21831	13763
1840	21842	13750
1841	21853	13738
1842	21865	13726
1843	21876	13714
1844	21888	13702
1845	21899	13690
1846	21911	13678
1847	21921	13665
1848	21933	13653
1849	21944	13641
1850	21956	13629
1851	21967	13616
1852	21979	13605
1853	21990	13593
1854	22001	13580
1855	22012	13568
1856	22023	13555
1857	22034	13543
1858	22046	13531
1859	22057	13519
1860	22069	13507
1861	22079	13494
1862	22090	13481
1863	22101	13469
1864	22112	13457
1865	22123	13445
1866	22134	13432
1867	22147	13421
1868	22158	13409
1869	22169	13396
1870	22181	13384
1871	22193	13373
1872	22204	13360
1873	22215	13348
1874	22226	13336
1875	22238	13324
1876	22250	13312
1877	22261	13300
1878	22273	13288
1879	22285	13276
1880	22296	13264
1881	22308	13252
1882	22319	13239
1883	22331	13227
1884	22341	13215
1885	22353	13203
1886	22364	13190
1887	22375	13179
1888	22387	13166
1889	22397	13154
1890	22408	13141
1891	22418	13128
1892	22429	13116
1893	22441	13104
1894	22453	13092
1895	22464	13080
1896	22476	13068
1897	22487	13056
1898	22498	13044
1899	22509	13031
1900	22521	13019
1901	22533	13008
1902	22544	12996
1903	22555	12983
1904	22568	12972
1905	22579	12960
1906	22591	12948
1907	22601	12935
1908	22613	12923
1909	22624	12911
1910	22635	12899
1911	22646	12886
1912	22658	12875
1913	22670	12863
1914	22682	12851
1915	22693	12839
1916	22705	12827
1917	22715	12814
1918	22726	12802
1919	22737	12789
1920	22748	12777
1921	22759	12765
1922	22771	12753
1923	22782	12741
1924	22793	12728
1925	22804	12716
1926	22816	12704
1927	22827	12692
1928	22838	12680
1929	22850	12668
1930	22862	12656
1931	22872	12643
1932	22883	12631
1933	22895	12619
1934	22906	12607
1935	22917	12595
1936	22929	12583
1937	22940	12571
1938	22951	12558
1939	22962	12546
1940	22974	12534
1941	22986	12522
1942	22996	12510
1943	23007	12497
1944	23018	12485
1945	23029	12473
1946	23041	12461
1947	23052	12449
1948	23064	12437
1949	23075	12425
1950	23087	12413
1951	23099	12401
1952	23110	12389
1953	23120	12376
1954	23132	12364
1955	23143	12352
1956	23154	12340
1957	23167	12328
1958	23178	12316
1959	23188	12304
1960	23199	12292
1961	23211	12279
1962	23222	12267
1963	23233	12255
1964	23245	12243
1965	23257	12231
1966	23268	12219
1967	23280	12207
1968	23291	12195
1969	23302	12183
1970	23314	12171
1971	23325	12159
1972	23337	12147
1973	23347	12135
1974	23359	12123
1975	23371	12111
1976	23382	12099
1977	23393	12087
1978	23404	12075
1979	23416	12062
1980	23427	12050
1981	23439	12038
1982	23450	12026
1983	23461	12014
1984	23473	12002
1985	23483	11990
1986	23494	11978
1987	23505	11965
1988	23516	11953
1989	23528	11941
1990	23539	11929
1991	23551	11917
1992	23562	11905
1993	23573	11893
1994	23584	11881
1995	23595	11868
1996	23606	11856
1997	23617	11844
1998	23628	11832
1999	23641	11820
2000	23652	11808
2001	23663	11796
2002	23675	11784
2003	23687	11772
2004	23700	11761
2005	23711	11749
2006	23722	11737
2007	23733	11724
2008	23744	11712
2009	23754	11700
2010	23766	11688
2011	23777	11676
2012	23789	11664
2013	23800	11651
2014	23811	11639
2015	23824	11628
2016	23836	11616
2017	23847	11604
2018	23859	11592
2019	23871	11581
2020	23882	11568
2021	23893	11557
2022	23905	11545
2023	23917	11533
2024	23928	11521
2025	23939	11508
2026	23951	11496
2027	23961	11484
2028	23972	11472
2029	23983	11460
2030	23994	11447
2031	24005	11435
2032	24017	11424
2033	24030	11412
2034	24042	11400
2035	24054	11389
2036	24066	11377
2037	24077	11365
2038	24088	11353
2039	24098	11340
2040	24109	11328
2041	24120	11316
2042	24132	11304
2043	24143	11291
2044	24154	11279
2045	24165	11267
2046	24176	11255
2047	24188	11243
2048	24199	11231
2049	24211	11219
2050	24221	11207
2051	24232	11195
2052	24243	11183
2053	24254	11170
2054	24265	11158
2055	24277	11146
2056	24288	11134
2057	24299	11122
2058	24311	11110
2059	24323	11098
2060	24334	11086
2061	24345	11074
2062	24356	11062
2063	24366	11050
2064	24379	11038
2065	24389	11026
2066	24401	11014
2067	24412	11002
2068	24423	10989
2069	24434	10977
2070	24445	10965
2071	24456	10953
2072	24468	10941
2073	24480	10929
2074	24491	10918
2075	24503	10906
2076	24514	10893
2077	24526	10882
2078	24537	10870
2079	24548	10858
2080	24560	10846
2081	24572	10834
2082	24583	10822
2083	24594	10810
2084	24606	10798
2085	24617	10786
2086	24628	10774
2087	24639	10762
2088	24651	10750
2089	24663	10738
2090	24674	10726
2091	24686	10714
2092	24697	10702
2093	24709	10690
2094	24721	10679
2095	24731	10666
2096	24742	10654
2097	24753	10642
2098	24765	10630
2099	24776	10618
2100	24787	10606
2101	24799	10594
2102	24810	10582
2103	24821	10570
2104	24833	10558
2105	24845	10546
2106	24857	10535
2107	24869	10523
2108	24881	10511
2109	24893	10500
2110	24905	10488
2111	24917	10476
2112	24929	10464
2113	24940	10452
2114	24952	10441
2115	24964	10429
2116	24977	10418
2117	24990	10406
2118	25001	10394
2119	25014	10383
2120	25025	10371
2121	25036	10359
2122	25048	10347
2123	25059	10335
2124	25070	10323
2125	25081	10310
2126	25092	10298
2127	25104	10287
2128	25115	10275
2129	25126	10263
2130	25138	10251
2131	25150	10239
2132	25160	10227
2133	25172	10215
2134	25183	10203
2135	25195	10191
2136	25206	10179
2137	25218	10167
2138	25228	10155
2139	25240	10143
2140	25251	10131
2141	25263	10119
2142	25274	10107
2143	25286	10095
2144	25297	10083
2145	25308	10071
2146	25320	10059
2147	25331	10047
2148	25342	10035
2149	25353	10023
2150	25365	10011
2151	25377	10000
2152	25388	9987
2153	25400	9976
2154	25411	9963
2155	25423	9952
2156	25434	9940
2157	25446	9928
2158	25457	9916
2159	25468	9904
2160	25479	9892
2161	25490	9880
2162	25501	9868
2163	25513	9856
2164	25524	9844
2165	25536	9832
2166	25548	9820
2167	25560	9809
2168	25572	9797
2169	25583	9785
2170	25595	9773
2171	25607	9761
2172	25618	9749
2173	25629	9737
2174	25641	9726
2175	25653	9714
2176	25664	9702
2177	25676	9690
2178	25687	9678
2179	25698	9666
2180	25710	9654
2181	25722	9642
2182	25734	9631
2183	25746	9619
2184	25758	9607
2185	25770	9596
2186	25781	9584
2187	25793	9572
2188	25804	9560
2189	25816	9548
2190	25828	9536
2191	25838	9524
2192	25850	9512
2193	25861	9500
2194	25872	9488
2195	25883	9476
2196	25895	9464
2197	25906	9452
2198	25918	9440
2199	25928	9428
2200	25940	9416
2201	25951	9404
2202	25962	9392
2203	25973	9380
2204	25985	9368
2205	25996	9356
2206	26007	9344
2207	26018	9332
2208	26029	9320
2209	26041	9309
2210	26053	9297
2211	26065	9285
2212	26075	9273
2213	26087	9261
2214	26098	9249
2215	26109	9237
2216	26119	9225
2217	26130	9212
2218	26142	9201
2219	26153	9189
2220	26165	9177
2221	26176	9165
2222	26187	9153
2223	26198	9141
2224	26209	9129
2225	26220	9117
2226	26232	9105
2227	26244	9093
2228	26256	9081
2229	26268	9070
2230	26280	9058
2231	26293	9047
2232	26305	9035
2233	26317	9023
2234	26329	9012
2235	26341	9000
2236	26353	8988
2237	26365	8977
2238	26377	8965
2239	26389	8953
2240	26401	8941
2241	26413	8930
2242	26425	8918
2243	26436	8906
2244	26449	8894
2245	26460	8882
2246	26471	8871
2247	26483	8859
2248	26494	8847
2249	26505	8835
2250	26516	8823
2251	26529	8811
2252	26541	8799
2253	26552	8788
2254	26565	8776
2255	26576	8764
2256	26588	8752
2257	26600	8741
2258	26611	8729
2259	26623	8717
2260	26633	8705
2261	26645	8693
2262	26656	8681
2263	26668	8669
2264	26679	8657
2265	26690	8645
2266	26701	8633
2267	26713	8621
2268	26725	8610
2269	26737	8598
2270	26748	8586
2271	26761	8574
2272	26773	8563
2273	26785	8551
2274	26796	8539
2275	26808	8527
2276	26819	8515
2277	26831	8504
2278	26842	8491
2279	26853	8480
2280	26864	8468
2281	26876	8456
2282	26887	8444
2283	26898	8432
2284	26909	8420
2285	26920	8408
2286	26930	8396
2287	26941	8383
2288	26952	8371
2289	26964	8360
2290	26975	8348
2291	26986	8336
2292	26998	8324
2293	27008	8312
2294	27021	8300
2295	27032	8288
2296	27044	8276
2297	27056	8265
2298	27068	8253
2299	27080	8241
2300	27092	8230
2301	27104	8218
2302	27116	8206
2303	27128	8195
2304	27140	8183
2305	27153	8171
2306	27165	8160
2307	27177	8148
2308	27189	8136
2309	27201	8125
2310	27212	8112
2311	27223	8101
2312	27235	8089
2313	27246	8077
2314	27257	8065
2315	27268	8053
2316	27280	8041
2317	27291	8029
2318	27302	8017
2319	27313	8005
2320	27325	7993
2321	27336	7982
2322	27347	7970
2323	27359	7958
2324	27370	7946
2325	27381	7934
2326	27393	7922
2327	27404	7910
2328	27415	7898
2329	27426	7886
2330	27437	7874
2331	27450	7863
2332	27461	7851
2333	27473	7839
2334	27487	7828
2335	27499	7816
2336	27511	7804
2337	27523	7793
2338	27535	7781
2339	27547	7769
2340	27558	7757
2341	27570	7746
2342	27581	7734
2343	27591	7721
2344	27603	7710
2345	27614	7698
2346	27625	7686
2347	27636	7674
2348	27647	7662
2349	27659	7650
2350	27671	7638
2351	27683	7627
2352	27694	7615
2353	27706	7603
2354	27718	7591
2355	27729	7579
2356	27741	7567
2357	27752	7556
2358	27764	7544
2359	27775	7532
2360	27787	7520
2361	27800	7509
2362	27811	7497
2363	27822	7485
2364	27834	7473
2365	27845	7461
2366	27856	7449
2367	27867	7437
2368	27879	7425
2369	27890	7414
2370	27902	7402
2371	27913	7390
2372	27925	7378
2373	27936	7366
2374	27948	7354
2375	27959	7342
2376	27970	7330
2377	27982	7319
2378	27993	7307
2379	28005	7295
2380	28016	7283
2381	28028	7271
2382	28040	7260
2383	28052	7248
2384	28064	7236
2385	28077	7225
2386	28090	7213
2387	28102	7202
2388	28114	7190
2389	28126	7178
2390	28139	7167
2391	28152	7155
2392	28163	7143
2393	28175	7132
2394	28187	7120
2395	28200	7109
2396	28212	7097
2397	28225	7085
2398	28237	7073
2399	28250	7062
2400	28268	7052
2401	28284	7041
2402	28297	7030
2403	28313	7019
2404	28326	7008
2405	28339	6996
2406	28351	6984
2407	28364	6973
2408	28376	6961
2409	28388	6949
2410	28401	6938
2411	28414	6926
2412	28425	6915
2413	28437	6903
2414	28450	6891
2415	28461	6879
2416	28474	6868
2417	28486	6856
2418	28497	6844
2419	28509	6832
2420	28521	6821
2421	28532	6809
2422	28543	6797
2423	28554	6785
2424	28565	6773
2425	28577	6761
2426	28588	6749
2427	28599	6737
2428	28610	6725
2429	28622	6713
2430	28632	6701
2431	28643	6689
2432	28654	6677
2433	28665	6665
2434	28676	6653
2435	28688	6642
2436	28698	6630
2437	28710	6618
2438	28721	6606
2439	28733	6594
2440	28743	6582
2441	28756	6570
2442	28766	6558
2443	28777	6546
2444	28789	6535
2445	28801	6523
2446	28812	6511
2447	28825	6499
2448	28837	6488
2449	28849	6476
2450	28861	6464
2451	28872	6452
2452	28885	6441
2453	28896	6429
2454	28909	6417
2455	28922	6406
2456	28934	6394
2457	28947	6382
2458	28959	6371
2459	28972	6359
2460	28983	6347
2461	28995	6336
2462	29008	6324
2463	29020	6312
2464	29032	6301
2465	29044	6289
2466	29056	6277
2467	29069	6266
2468	29081	6254
2469	29093	6242
2470	29106	6231
2471	29124	6220
2472	29139	6209
2473	29154	6198
2474	29167	6187
2475	29180	6175
2476	29193	6163
2477	29205	6152
2478	29219	6140
2479	29233	6129
2480	29247	6118
2481	29260	6106
2482	29272	6095
2483	29284	6083
2484	29297	6071
2485	29311	6060
2486	29325	6048
2487	29337	6037
2488	29349	6025
2489	29360	6013
2490	29372	6001
2491	29385	5990
2492	29398	5978
2493	29408	5966
2494	29420	5954
2495	29432	5943
2496	29443	5931
2497	29455	5919
2498	29466	5907
2499	29478	5895
2500	29488	5883
2501	29499	5871
2502	29510	5859
2503	29521	5847
2504	29533	5835
2505	29544	5824
2506	29556	5812
2507	29567	5800
2508	29578	5788
2509	29590	5776
2510	29602	5764
2511	29612	5752
2512	29623	5740
2513	29636	5729
2514	29647	5717
2515	29659	5705
2516	29671	5693
2517	29681	5681
2518	29692	5669
2519	29704	5657
2520	29715	5646
2521	29727	5634
2522	29739	5622
2523	29751	5610
2524	29762	5598
2525	29774	5587
2526	29787	5575
2527	29799	5563
2528	29811	5552
2529	29822	5540
2530	29834	5528
2531	29847	5516
2532	29859	5505
2533	29871	5493
2534	29884	5481
2535	29897	5470
2536	29911	5458
2537	29922	5446
2538	29935	5435
2539	29947	5423
2540	29959	5411
2541	29971	5400
2542	29982	5388
2543	29994	5376
2544	30006	5364
2545	30017	5352
2546	30029	5340
2547	30040	5329
2548	30051	5317
2549	30063	5305
2550	30073	5293
2551	30084	5281
2552	30095	5269
2553	30106	5257
2554	30117	5245
2555	30128	5233
2556	30139	5221
2557	30150	5209
2558	30163	5198
2559	30177	5186
2560	30189	5175
2561	30202	5163
2562	30214	5151
2563	30226	5139
2564	30237	5127
2565	30249	5116
2566	30262	5104
2567	30274	5092
2568	30286	5081
2569	30299	5069
2570	30312	5057
2571	30323	5046
2572	30335	5034
2573	30347	5022
2574	30358	5010
2575	30371	4998
2576	30382	4987
2577	30393	4975
2578	30404	4963
2579	30416	4951
2580	30428	4939
2581	30440	4927
2582	30451	4916
2583	30462	4904
2584	30474	4892
2585	30486	4880
2586	30499	4869
2587	30510	4857
2588	30521	4845
2589	30533	4833
2590	30543	4821
2591	30554	4809
2592	30565	4797
2593	30577	4785
2594	30588	4773
2595	30599	4762
2596	30611	4750
2597	30623	4738
2598	30634	4726
2599	30645	4714
2600	30656	4702
2601	30668	4690
2602	30679	4679
2603	30690	4667
2604	30701	4655
2605	30712	4643
2606	30723	4631
2607	30734	4619
2608	30746	4607
2609	30757	4595
2610	30768	4584
2611	30779	4572
2612	30790	4560
2613	30802	4548
2614	30814	4536
2615	30827	4525
2616	30840	4513
2617	30852	4501
2618	30864	4490
2619	30877	4478
2620	30890	4466
2621	30902	4455
2622	30914	4443
2623	30927	4431
2624	30940	4420
2625	30952	4408
2626	30966	4396
2627	30978	4385
2628	30991	4373
2629	31004	4361
2630	31015	4350
2631	31028	4338
2632	31041	4326
2633	31054	4315
2634	31067	4303
2635	31079	4291
2636	31092	4280
2637	31105	4268
2638	31118	4256
2639	31129	4244
2640	31142	4233
2641	31154	4221
2642	31166	4209
2643	31178	4197
2644	31189	4186
2645	31202	4174
2646	31214	4162
2647	31227	4151
2648	31238	4139
2649	31250	4127
2650	31261	4115
2651	31273	4103
2652	31284	4091
2653	31296	4080
2654	31308	4068
2655	31321	4056
2656	31332	4044
2657	31344	4033
2658	31356	4021
2659	31369	4009
2660	31381	3997
2661	31393	3986
2662	31404	3974
2663	31416	3962
2664	31428	3950
2665	31439	3938
2666	31451	3927
2667	31463	3915
2668	31473	3903
2669	31484	3891
2670	31495	3879
2671	31507	3867
2672	31518	3855
2673	31530	3843
2674	31541	3832
2675	31553	3820
2676	31565	3808
2677	31577	3796
2678	31588	3784
2679	31600	3773
2680	31611	3761
2681	31622	3749
2682	31638	3738
2683	31656	3727
2684	31673	3715
2685	31687	3704
2686	31699	3692
2687	31711	3680
2688	31721	3668
2689	31732	3656
2690	31743	3645
2691	31754	3633
2692	31765	3621
2693	31777	3609
2694	31789	3597
2695	31800	3585
2696	31812	3574
2697	31823	3562
2698	31835	3550
2699	31846	3538
2700	31857	3526
2701	31869	3514
2702	31880	3503
2703	31892	3491
2704	31902	3479
2705	31914	3467
2706	31926	3455
2707	31938	3443
2708	31949	3432
2709	31960	3420
2710	31971	3408
2711	31982	3396
2712	31993	3384
2713	32004	3372
2714	32015	3360
2715	32027	3348
2716	32038	3337
2717	32050	3325
2718	32061	3313
2719	32072	3301
2720	32084	3289
2721	32096	3278
2722	32107	3266
2723	32119	3254
2724	32130	3242
2725	32142	3230
2726	32153	3218
2727	32165	3207
2728	32176	3195
2729	32187	3183
2730	32199	3171
2731	32210	3159
2732	32222	3147
2733	32233	3136
2734	32244	3124
2735	32255	3112
2736	32267	3100
2737	32278	3088
2738	32289	3076
2739	32300	3065
2740	32312	3053
2741	32323	3041
2742	32335	3029
2743	32347	3017
2744	32357	3005
2745	32369	2994
2746	32380	2982
2747	32392	2970
2748	32403	2958
2749	32414	2946
2750	32425	2934
2751	32437	2923
2752	32448	2911
2753	32459	2899
2754	32471	2887
2755	32482	2875
2756	32494	2864
2757	32506	2852
2758	32517	2840
2759	32528	2828
2760	32539	2816
2761	32551	2804
2762	32562	2793
2763	32573	2781
2764	32584	2769
2765	32596	2757
2766	32607	2745
2767	32618	2733
2768	32630	2722
2769	32642	2710
2770	32653	2698
2771	32664	2686
2772	32676	2674
2773	32688	2663
2774	32699	2651
2775	32710	2639
2776	32721	2627
2777	32732	2615
2778	32743	2603
2779	32755	2592
2780	32767	2580
2781	32777	2568
2782	32789	2556
2783	32801	2544
2784	32812	2533
2785	32823	2521
2786	32834	2509
2787	32845	2497
2788	32857	2485
2789	32869	2474
2790	32881	2462
2791	32893	2450
2792	32903	2438
2793	32915	2426
2794	32926	2415
2795	32938	2403
2796	32949	2391
2797	32960	2379
2798	32971	2367
2799	32982	2355
2800	32994	2344
2801	33005	2332
2802	33017	2320
2803	33028	2308
2804	33039	2296
2805	33050	2285
2806	33062	2273
2807	33075	2261
2808	33087	2249
2809	33098	2237
2810	33109	2226
2811	33120	2214
2812	33131	2202
2813	33142	2190
2814	33153	2178
2815	33163	2166
2816	33175	2155
2817	33187	2143
2818	33198	2131
2819	33209	2119
2820	33220	2107
2821	33232	2096
2822	33244	2084
2823	33256	2072
2824	33266	2060
2825	33278	2048
2826	33289	2037
2827	33300	2025
2828	33310	2013
2829	33322	2001
2830	33334	1989
2831	33344	1978
2832	33357	1966
2833	33368	1954
2834	33379	1942
2835	33391	1930
2836	33401	1919
2837	33414	1907
2838	33426	1895
2839	33437	1883
2840	33449	1872
2841	33460	1860
2842	33470	1848
2843	33482	1836
2844	33493	1824
2845	33504	1812
2846	33515	1801
2847	33527	1789
2848	33538	1777
2849	33550	1765
2850	33561	1753
2851	33572	1742
2852	33584	1730
2853	33595	1718
2854	33606	1706
2855	33618	1695
2856	33629	1683
2857	33640	1671
2858	33652	1659
2859	33663	1647
2860	33675	1636
2861	33686	1624
2862	33698	1612
2863	33709	1600
2864	33720	1588
2865	33731	1577
2866	33742	1565
2867	33753	1553
2868	33765	1541
2869	33776	1529
2870	33787	1518
2871	33799	1506
2872	33810	1494
2873	33820	1482
2874	33831	1470
2875	33842	1459
2876	33853	1447
2877	33864	1435
2878	33876	1423
2879	33887	1411
2880	33899	1400
2881	33910	1388
2882	33921	1376
2883	33932	1364
2884	33944	1353
2885	33956	1341
2886	33967	1329
2887	33978	1317
2888	33989	1305
2889	34000	1294
2890	34012	1282
2891	34023	1270
2892	34035	1258
2893	34046	1247
2894	34057	1235
2895	34069	1223
2896	34079	1211
2897	34091	1199
2898	34102	1188
2899	34113	1176
2900	34125	1164
2901	34136	1152
2902	34147	1141
2903	34158	1129
2904	34170	1117
2905	34182	1105
2906	34193	1093
2907	34204	1082
2908	34215	1070
2909	34226	1058
2910	34237	1046
2911	34248	1034
2912	34260	1023
2913	34271	1011
2914	34282	999
2915	34293	987
2916	34305	976
2917	34316	964
2918	34328	952
2919	34340	940
2920	34351	929
2921	34362	917
2922	34374	905
2923	34384	893
2924	34395	881
2925	34406	870
2926	34418	858
2927	34429	846
2928	34440	834
2929	34452	823
2930	34465	811
2931	34476	799
2932	34487	787
2933	34499	776
2934	34510	764
2935	34523	752
2936	34535	740
2937	34547	729
2938	34559	717
2939	34570	705
2940	34581	693
2941	34592	681
2942	34604	670
2943	34616	658
2944	34627	646
2945	34638	634
2946	34649	623
2947	34661	611
2948	34672	599
2949	34683	587
2950	34695	576
2951	34706	564
2952	34717	552
2953	34729	540
2954	34740	529
2955	34751	517
2956	34762	505
2957	34773	493
2958	34785	481
2959	34796	470
2960	34807	458
2961	34820	446
2962	34838	435
2963	34851	423
2964	34863	411
2965	34875	399
2966	34889	388
2967	34899	376
2968	34910	364
2969	34920	352
2970	34932	340
2971	34943	329
2972	34955	317
2973	34967	305
2974	34977	293
2975	34988	282
2976	34999	270
2977	35010	258
2978	35021	246
2979	35033	235
2980	35044	223
2981	35055	211
2982	35067	199
2983	35078	188
2984	35089	176
2985	35101	164
2986	35112	152
2987	35124	141
2988	35135	129
2989	35146	117
2990	35156	105
2991	35167	94
2992	35178	82
2993	35189	70
2994	35201	58
2995	35212	47
2996	35223	35
2997	35234	23
2998	35245	11
2999	35257	0
