iter	MAE
3255	654670.6329
3256	654660.2201
3257	654653.2882
3258	654643.9766
3259	654635.1904
3260	654627.6684
3261	654620.06
3262	654615.5165
3263	654605.5059
3264	654563.9045
3265	654547.144
3266	654521.181
3267	654508.5706
3268	654501.0533
3269	654486.47
3270	654480.4725
3271	654479.0084
3272	654468.6737
3273	654457.8401
3274	654443.3866
3275	654436.4981
3276	654428.4029
3277	654417.598
3278	654401.9373
3279	654389.942
3280	654386.3849
3281	654375.8014
3282	654360.0292
3283	654349.4375
3284	654342.3337
3285	654330.1917
3286	654327.201
3287	654326.2652
3288	654261.6181
3289	654240.6262
3290	654227.3929
3291	654198.1598
3292	654149.8609
3293	654139.084
3294	654137.2818
3295	654123.7223
3296	654105.0162
3297	654075.4781
3298	654059.3222
3299	654048.223
3300	654045.9693
3301	654003.0301
3302	653941.0539
3303	653935.9657
3304	653933.4676
3305	653927.864
3306	653925.2049
3307	653906.5348
3308	653883.9872
3309	653804.0976
3310	653793.5383
3311	653766.3907
3312	653762.5192
3313	653748.5153
3314	653742.5024
3315	653701.1226
3316	653693.1761
3317	653658.9028
3318	653654.9364
3319	653636.0396
3320	653618.3669
3321	653595.5572
3322	653585.923
3323	653580.9278
3324	653574.1528
3325	653558.9525
3326	653549.3994
3327	653537.9095
3328	653535.4224
3329	653489.3895
3330	653484.9178
3331	653473.8682
3332	653420.2746
3333	653395.1301
3334	653394.0716
3335	653390.3896
3336	653373.2841
3337	653372.7996
3338	653368.4579
3339	653297.7397
3340	653286.7801
3341	653272.8289
3342	653232.2889
3343	653221.8581
3344	653219.178
3345	653208.1327
3346	653176.809
3347	653162.8115
3348	653121.7366
3349	653084.1982
3350	653064.8242
3351	653055.9885
3352	653052.5211
3353	653012.539
3354	652977.9698
3355	652969.1098
3356	652961.5874
3357	652925.9048
3358	652909.2987
3359	652885.6623
3360	652856.7932
3361	652852.0401
3362	652769.589
3363	652758.305
3364	652747.0651
3365	652736.0931
3366	652698.2918
3367	652677.8416
3368	652673.4971
3369	652671.2441
3370	652591.2207
3371	652584.3861
3372	652578.3273
3373	652567.384
3374	652558.43
3375	652556.531
3376	652510.3156
3377	652506.209
3378	652460.9389
3379	652441.0948
3380	652430.5707
3381	652413.035
3382	652396.8172
3383	652364.313
3384	652358.5753
3385	652350.3463
3386	652311.2801
3387	652297.1109
3388	652293.3332
3389	652273.0524
3390	652253.3264
3391	652247.7508
3392	652236.8722
3393	652216.3405
3394	652207.7833
3395	652205.9
3396	652200.1525
3397	652186.8697
3398	652148.7852
3399	652143.9462
3400	652143.2351
3401	652096.6139
3402	652089.3825
3403	652084.4218
3404	652081.0323
3405	652065.3708
3406	652040.0244
3407	651980.8971
3408	651970.3539
3409	651966.7224
3410	651945.677
3411	651939.6744
3412	651936.7902
3413	651931.586
3414	651930.3926
3415	651926.8951
3416	651916.2699
3417	651875.3152
3418	651869.7248
3419	651854.2341
3420	651824.202
3421	651817.9945
3422	651796.6018
3423	651788.5836
3424	651736.221
3425	651721.2433
3426	651703.4063
3427	651695.2121
3428	651685.2286
3429	651634.4844
3430	651617.1766
3431	651599.2449
3432	651571.6035
3433	651535.0565
3434	651532.3279
3435	651525.1155
3436	651511.6255
3437	651490.0453
3438	651488.8849
3439	651462.0792
3440	651420.613
3441	651401.3332
3442	651398.6683
3443	651361.9132
3444	651360.3035
3445	651349.3132
3446	651347.2143
3447	651338.232
3448	651332.1796
3449	651328.429
3450	651299.8645
3451	651284.3795
3452	651278.0924
3453	651265.7569
3454	651257.1664
3455	651243.8785
3456	651240.1184
3457	651230.3391
3458	651221.6924
3459	651214.1234
3460	651202.7504
3461	651195.2609
3462	651189.7245
3463	651147.366
3464	651139.6157
3465	651119.8513
3466	651099.9134
3467	651077.2887
3468	651072.4866
3469	651063.9561
3470	651055.9616
3471	651055.926
3472	651023.0803
3473	651000.9707
3474	650996.9902
3475	650985.1417
3476	650979.8741
3477	650962.3957
3478	650958.2459
3479	650957.0564
3480	650949.9514
3481	650909.6059
3482	650879.0236
3483	650861.2345
3484	650845.9398
3485	650824.2199
3486	650816.5506
3487	650801.9258
3488	650789.1887
3489	650772.5361
3490	650744.0512
3491	650707.5573
3492	650691.4668
3493	650675.112
3494	650656.3948
3495	650621.5013
3496	650578.9605
3497	650566.3666
3498	650555.5047
3499	650545.9403
3500	650520.5475
3501	650512.5974
3502	650510.4522
3503	650479.5347
3504	650472.2811
3505	650468.4688
3506	650448.7318
3507	650441.1795
3508	650418.4372
3509	650401.2275
3510	650389.2489
3511	650376.6573
3512	650347.7496
3513	650333.765
3514	650306.8603
3515	650291.5244
3516	650273.8899
3517	650255.6586
3518	650219.1536
3519	650208.6003
3520	650180.9073
3521	650169.2377
3522	650158.2224
3523	650141.9511
3524	650137.349
3525	650124.3446
3526	650101.0443
3527	650087.321
3528	650064.9048
3529	650042.2247
3530	650008.5113
3531	649977.7303
3532	649972.9102
3533	649958.3349
3534	649945.1319
3535	649938.3677
3536	649932.2813
3537	649907.5879
3538	649889.8205
3539	649874.0113
3540	649854.5094
3541	649815.5209
3542	649767.696
3543	649757.8855
3544	649747.3195
3545	649737.3534
3546	649713.5956
3547	649705.7707
3548	649655.803
3549	649654.7787
3550	649628.2361
3551	649601.3651
3552	649591.4591
3553	649543.3395
3554	649539.8603
3555	649530.6445
3556	649510.2108
3557	649506.6524
3558	649505.6231
3559	649471.3996
3560	649456.8054
3561	649441.4496
3562	649428.8063
3563	649411.0939
3564	649406.2791
3565	649397.2507
3566	649393.1695
3567	649350.4783
3568	649349.2938
3569	649345.2743
3570	649342.3943
3571	649337.4048
3572	649335.9878
3573	649327.035
3574	649316.9673
3575	649250.0349
3576	649243.8118
3577	649234.9413
3578	649222.4357
3579	649221.5383
3580	649218.6269
3581	649196.1427
3582	649193.0221
3583	649181.8816
3584	649158.7
3585	649151.5908
3586	649142.2936
3587	649110.2672
3588	649099.2826
3589	649086.6183
3590	649078.9002
3591	649074.1803
3592	649062.4341
3593	649060.6307
3594	649048.5667
3595	649041.3015
3596	649010.0623
3597	648985.8058
3598	648965.5094
3599	648921.4813
3600	648915.804
3601	648891.039
3602	648886.112
3603	648845.7279
3604	648835.9821
3605	648828.8969
3606	648766.7299
3607	648766.188
3608	648754.8466
3609	648736.6062
3610	648731.7441
3611	648724.4006
3612	648718.2168
3613	648710.4908
3614	648662.8822
3615	648650.5912
3616	648640.8332
3617	648628.4436
3618	648619.7653
3619	648609.9821
3620	648600.2731
3621	648536.9641
3622	648513.0321
3623	648480.9847
3624	648475.2373
3625	648465.0636
3626	648427.4185
3627	648422.1919
3628	648395.4809
3629	648386.9168
3630	648379.4033
3631	648371.3654
3632	648359.7374
3633	648347.3048
3634	648259.991
3635	648243.9757
3636	648226.5532
3637	648185.27
3638	648150.4879
3639	648138.4131
3640	648130.7761
3641	648113.9444
3642	648075.3954
3643	648056.2876
3644	648045.1167
3645	648037.4025
3646	648017.3434
3647	648012.7492
3648	648003.0079
3649	647981.2591
3650	647937.8353
3651	647933.9317
3652	647870.6721
3653	647868.8768
3654	647851.5263
3655	647845.9544
3656	647815.9006
3657	647815.4692
3658	647797.2362
3659	647787.7593
3660	647771.6603
3661	647769.5841
3662	647747.9333
3663	647740.775
3664	647730.7526
3665	647710.7297
3666	647693.6964
3667	647681.5868
3668	647668.1944
3669	647658.8242
3670	647654.4502
3671	647653.6615
3672	647651.0123
3673	647646.7838
3674	647640.7632
3675	647631.5139
3676	647629.9369
3677	647626.3347
3678	647607.0192
3679	647604.964
3680	647602.6401
3681	647530.7127
3682	647519.9762
3683	647501.7133
3684	647495.9154
3685	647491.0405
3686	647481.215
3687	647470.6188
3688	647465.0583
3689	647419.8854
3690	647408.3656
3691	647406.033
3692	647389.8346
3693	647382.6554
3694	647374.2253
3695	647361.7776
3696	647359.2925
3697	647338.8153
3698	647331.8421
3699	647331.2414
3700	647312.2542
3701	647302.6719
3702	647293.4649
3703	647253.201
3704	647248.7367
3705	647234.9405
3706	647232.2499
3707	647213.1127
3708	647209.5053
3709	647193.8597
3710	647102.5776
3711	647098.3695
3712	647093.6412
3713	647093.0384
3714	647057.7608
3715	647050.1016
3716	647028.8957
3717	647015.4458
3718	647012.2205
3719	646962.4302
3720	646953.1638
3721	646950.2593
3722	646945.4445
3723	646940.1866
3724	646937.0461
3725	646933.0809
3726	646920.9009
3727	646888.8142
3728	646879.1353
3729	646852.8853
3730	646831.5547
3731	646822.7333
3732	646818.1298
3733	646794.578
3734	646771.7245
3735	646766.3168
3736	646760.5984
3737	646746.7543
3738	646718.5734
3739	646711.2001
3740	646704.2491
3741	646686.2274
3742	646683.1711
3743	646672.5578
3744	646586.7628
3745	646581.2498
3746	646574.2457
3747	646573.4062
3748	646567.3937
3749	646562.9225
3750	646556.0477
3751	646548.3808
3752	646547.7452
3753	646525.3305
3754	646505.5823
3755	646498.1882
3756	646477.5995
3757	646472.3408
3758	646466.0205
3759	646456.3883
3760	646446.0262
3761	646434.3747
3762	646358.8856
3763	646325.2426
3764	646319.5019
3765	646313.5634
3766	646301.0998
3767	646283.9382
3768	646280.3517
3769	646274.3391
3770	646239.9231
3771	646229.0782
3772	646209.3545
3773	646177.4612
3774	646157.5951
3775	646147.734
3776	646132.8092
3777	646129.94
3778	646113.29
3779	646102.6803
3780	646098.8726
3781	646083.9661
3782	646076.0321
3783	646043.7441
3784	646031.0076
3785	646016.0792
3786	646007.179
3787	645980.0686
3788	645971.3889
3789	645954.5392
3790	645900.6905
3791	645889.1089
3792	645844.7454
3793	645809.6039
3794	645791.567
3795	645779.2446
3796	645769.3796
3797	645758.8283
3798	645749.6781
3799	645735.7988
3800	645729.1271
3801	645681.0717
3802	645674.2983
3803	645669.9685
3804	645656.1038
3805	645648.718
3806	645623.545
3807	645615.2255
3808	645565.6046
3809	645523.1238
3810	645516.2593
3811	645512.7922
3812	645512.4351
3813	645494.0727
3814	645485.8551
3815	645479.2841
3816	645468.8777
3817	645459.2972
3818	645446.9065
3819	645435.2299
3820	645406.334
3821	645355.1968
3822	645328.1232
3823	645326.8333
3824	645305.4386
3825	645288.4474
3826	645276.2785
3827	645271.0618
3828	645258.2271
3829	645245.3684
3830	645242.6447
3831	645229.5467
3832	645206.3309
3833	645192.3518
3834	645183.8429
3835	645178.1785
3836	645160.307
3837	645150.0123
3838	645117.6369
3839	645102.2805
3840	645101.1257
3841	645086.0878
3842	645078.4006
3843	645070.7271
3844	645068.6385
3845	645045.6706
3846	645026.5061
3847	645014.7356
3848	645005.7163
3849	644984.8885
3850	644967.6531
3851	644954.1799
3852	644865.4396
3853	644861.5006
3854	644853.646
3855	644839.4173
3856	644830.5313
3857	644822.8434
3858	644817.8396
3859	644809.0836
3860	644800.6283
3861	644796.127
3862	644653.2281
3863	644643.1798
3864	644612.3508
3865	644611.1524
3866	644536.6422
3867	644523.2727
3868	644518.6897
3869	644504.833
3870	644495.4236
3871	644467.2736
3872	644460.7146
3873	644445.3631
3874	644422.8496
3875	644407.1289
3876	644395.9583
3877	644375.8477
3878	644366.7971
3879	644358.233
3880	644353.7205
3881	644347.4412
3882	644343.681
3883	644338.161
3884	644330.8329
3885	644319.518
3886	644317.2778
3887	644301.1915
3888	644293.1156
3889	644287.1801
3890	644249.4466
3891	644227.8146
3892	644204.4675
3893	644196.7807
3894	644185.446
3895	644154.9931
3896	644150.1546
3897	644136.6428
3898	644125.3478
3899	644102.4315
3900	644068.0138
3901	644063.2415
3902	644050.1969
3903	644036.3594
3904	644008.8953
3905	643994.4226
3906	643988.516
3907	643972.2087
3908	643970.56
3909	643939.2251
3910	643921.5373
3911	643918.0692
3912	643905.2065
3913	643889.2752
3914	643886.5025
3915	643868.9709
3916	643833.6035
3917	643830.2687
3918	643771.8293
3919	643765.7608
3920	643762.8635
3921	643758.5613
3922	643754.5094
3923	643748.3453
3924	643740.3327
3925	643735.7936
3926	643700.183
3927	643693.0918
3928	643661.0174
3929	643632.5003
3930	643630.9821
3931	643591.6652
3932	643587.1684
3933	643584.4177
3934	643510.9861
3935	643495.1742
3936	643486.4688
3937	643474.6304
3938	643471.859
3939	643465.6791
3940	643448.2207
3941	643441.9709
3942	643432.0154
3943	643385.8576
3944	643375.9349
3945	643344.999
3946	643336.4091
3947	643318.3717
3948	643294.9686
3949	643287.5726
3950	643284.9719
3951	643250.8759
3952	643230.3103
3953	643206.794
3954	643186.6107
3955	643178.2335
3956	643133.2153
3957	643118.9494
3958	643113.8921
3959	643097.1515
3960	643092.6218
3961	643080.736
3962	643076.1947
3963	643071.2366
3964	643044.295
3965	643034.7528
3966	643033.5952
3967	643029.7483
3968	643003.3487
3969	642967.1035
3970	642958.8605
3971	642949.1875
3972	642934.0909
3973	642929.3799
3974	642873.9801
3975	642860.4998
3976	642855.3418
3977	642832.8616
3978	642803.6627
3979	642739.7293
3980	642737.7275
3981	642732.0457
3982	642716.7585
3983	642713.8327
3984	642700.1712
3985	642688.8827
3986	642667.1031
3987	642658.9704
3988	642650.1809
3989	642649.1379
3990	642639.233
3991	642631.9073
3992	642624.6093
3993	642610.3335
3994	642587.6003
3995	642572.0609
3996	642567.8849
3997	642558.293
3998	642528.5942
3999	642521.4328
4000	642509.2108
4001	642508.4443
4002	642498.2507
4003	642481.0067
4004	642470.632
4005	642461.0255
4006	642453.0133
4007	642448.5065
4008	642440.3292
4009	642429.5481
4010	642413.6188
4011	642408.9082
4012	642405.798
4013	642398.6523
4014	642392.3305
4015	642386.1443
4016	642354.8812
4017	642350.5358
4018	642328.5685
4019	642321.3862
4020	642316.1043
4021	642289.9911
4022	642280.5459
4023	642274.9863
4024	642262.1659
4025	642248.9265
4026	642239.1642
4027	642237.409
4028	642236.1104
4029	642233.8374
4030	642226.9779
4031	642218.5775
4032	642203.6777
4033	642181.9561
4034	642171.3432
4035	642122.5091
4036	642118.2621
4037	642109.1059
4038	642101.0526
4039	642088.8423
4040	642061.3703
4041	642035.465
4042	642031.6349
4043	642021.0363
4044	642019.2075
4045	642004.2033
4046	641983.262
4047	641978.8311
4048	641964.0698
4049	641948.809
4050	641919.5133
4051	641919.2493
4052	641910.7424
4053	641903.1658
4054	641887.3823
4055	641873.0063
4056	641849.6108
4057	641841.5068
4058	641830.7519
4059	641829.0602
4060	641823.1199
4061	641812.0164
4062	641805.2731
4063	641798.7835
4064	641789.3605
4065	641786.2607
4066	641784.7619
4067	641773.0415
4068	641755.6283
4069	641737.3505
4070	641696.794
4071	641687.974
4072	641672.1397
4073	641665.1757
4074	641621.1065
4075	641590.7087
4076	641580.9773
4077	641570.8367
4078	641555.9221
4079	641550.9364
4080	641542.3085
4081	641514.0658
4082	641494.9636
4083	641486.3028
4084	641473.8149
4085	641461.255
4086	641445.6601
4087	641385.4037
4088	641360.9277
4089	641353.271
4090	641349.1193
4091	641310.3961
4092	641310.1427
4093	641297.0592
4094	641271.1039
4095	641264.8854
4096	641262.9365
4097	641251.6724
4098	641237.8347
4099	641236.9514
4100	641229.0088
4101	641225.5507
4102	641209.3639
4103	641206.4795
4104	641201.7984
4105	641198.1863
4106	641191.0841
4107	641187.5304
4108	641089.5269
4109	641086.6572
4110	641057.2859
4111	641012.8596
4112	640986.2109
4113	640951.248
4114	640946.5327
4115	640942.3522
4116	640925.3625
4117	640910.7791
4118	640827.1024
4119	640820.8552
4120	640806.6833
4121	640790.4488
4122	640784.9511
4123	640773.6159
4124	640748.5317
4125	640741.3248
4126	640736.6312
4127	640702.1134
4128	640693.3834
4129	640687.8509
4130	640685.9044
4131	640674.8014
4132	640654.4394
4133	640653.1568
4134	640639.7133
4135	640635.3993
4136	640624.1114
4137	640608.6494
4138	640602.3599
4139	640563.8104
4140	640562.3258
4141	640540.251
4142	640493.1364
4143	640488.8407
4144	640480.0956
4145	640468.5349
4146	640462.6983
4147	640452.7891
4148	640436.3833
4149	640421.4842
4150	640406.1216
4151	640391.7269
4152	640378.0633
4153	640366.0064
4154	640359.1436
4155	640346.65
4156	640333.4069
4157	640311.5927
4158	640301.6148
4159	640290.3123
4160	640287.1842
4161	640280.4781
4162	640276.8229
4163	640268.9695
4164	640258.7039
4165	640257.5186
4166	640234.246
4167	640223.6057
4168	640219.6308
4169	640216.1976
4170	640212.8831
4171	640190.0944
4172	640159.2173
4173	640142.4206
4174	640137.7948
4175	640125.7188
4176	640114.8707
4177	640109.2904
4178	640100.5534
4179	640094.9987
4180	640079.4304
4181	640054.0984
4182	640037.928
4183	640031.3817
4184	640011.1857
4185	640002.8856
4186	639997.005
4187	639982.6074
4188	639970.5207
4189	639968.2393
4190	639938.5199
4191	639937.0547
4192	639913.9561
4193	639907.1646
4194	639902.5734
4195	639900.154
4196	639898.5021
4197	639878.4531
4198	639865.5745
4199	639859.6527
4200	639794.6691
4201	639791.3619
4202	639788.2053
4203	639783.4667
4204	639781.1919
4205	639779.0463
4206	639770.7985
4207	639765.4544
4208	639758.1258
4209	639758.0528
4210	639747.8515
4211	639733.9514
4212	639709.9901
4213	639698.5043
4214	639688.2335
4215	639666.3122
4216	639658.6777
4217	639629.3022
4218	639628.9373
4219	639558.3524
4220	639542.5732
4221	639537.4892
4222	639530.7704
4223	639524.5611
4224	639509.4073
4225	639502.3521
4226	639494.7053
4227	639480.2262
4228	639474.2566
4229	639464.8876
4230	639448.2617
4231	639445.52
4232	639431.6736
4233	639427.7171
4234	639422.9241
4235	639407.7537
4236	639400.9159
4237	639390.2234
4238	639381.577
4239	639372.1702
4240	639354.1359
4241	639349.742
4242	639346.0436
4243	639344.5724
4244	639328.2109
4245	639322.1359
4246	639307.9698
4247	639295.5045
4248	639293.6461
4249	639286.4218
4250	639264.1744
4251	639230.2946
4252	639223.7309
4253	639213.1087
4254	639202.7488
4255	639184.6987
4256	639131.6539
4257	639101.7052
4258	639099.0861
4259	639088.0766
4260	639086.8851
4261	639046.187
4262	639038.5255
4263	639022.6062
4264	639012.1632
4265	638946.8091
4266	638914.5192
4267	638908.5217
4268	638897.1535
4269	638895.4812
4270	638889.0846
4271	638848.2464
4272	638846.2284
4273	638841.8756
4274	638824.2481
4275	638818.4601
4276	638815.2759
4277	638799.2291
4278	638792.2004
4279	638784.8121
4280	638749.8392
4281	638748.1632
4282	638742.5777
4283	638737.9968
4284	638730.2153
4285	638718.9026
4286	638716.7009
4287	638704.079
4288	638699.9199
4289	638682.9736
4290	638597.9955
4291	638567.4958
4292	638560.6328
4293	638557.0896
4294	638543.4801
4295	638534.8159
4296	638519.0927
4297	638492.5765
4298	638488.4353
4299	638483.1108
4300	638470.7562
4301	638466.8365
4302	638458.6575
4303	638456.0436
4304	638453.9362
4305	638448.9181
4306	638430.4545
4307	638422.8312
4308	638420.9469
4309	638408.7675
4310	638388.2373
4311	638379.4994
4312	638370.51
4313	638361.4679
4314	638350.805
4315	638337.5419
4316	638321.3547
4317	638241.7214
4318	638233.2182
4319	638230.1569
4320	638221.6384
4321	638208.0759
4322	638206.9072
4323	638199.4249
4324	638181.8577
4325	638173.4439
4326	638166.4249
4327	638163.5998
4328	638142.9588
4329	638130.1808
4330	638128.2145
4331	638120.9916
4332	638114.8821
4333	638103.1997
4334	638099.6891
4335	638094.1277
4336	638091.5442
4337	638076.285
4338	638074.4134
4339	638046.148
4340	638041.418
4341	638028.4749
4342	638025.7545
4343	638018.8062
4344	638010.0151
4345	637975.1255
4346	637968.3714
4347	637933.1701
4348	637891.155
4349	637884.2217
4350	637865.1403
4351	637842.7756
4352	637837.2072
4353	637831.5983
4354	637815.2412
4355	637813.2362
4356	637765.2843
4357	637763.7996
4358	637754.2521
4359	637748.8762
4360	637742.7123
4361	637727.7152
4362	637718.4872
4363	637716.5684
4364	637699.7567
4365	637644.7901
4366	637642.3932
4367	637628.1815
4368	637627.3702
4369	637622.7287
4370	637573.4893
4371	637555.7122
4372	637535.5892
4373	637535.3075
4374	637502.3216
4375	637491.0761
4376	637461.4523
4377	637452.9134
4378	637450.0892
4379	637429.969
4380	637429.2993
4381	637420.8173
4382	637410.3658
4383	637404.0783
4384	637403.3289
4385	637385.6884
4386	637380.7946
4387	637365.4165
4388	637353.651
4389	637342.4832
4390	637330.2506
4391	637299.9602
4392	637294.4804
4393	637266.3814
4394	637259.892
4395	637240.8318
4396	637238.6505
4397	637237.5298
4398	637203.918
4399	637202.419
4400	637198.2626
4401	637187.3346
4402	637165.267
4403	637160.0874
4404	637154.558
4405	637150.6878
4406	637138.0875
4407	637133.755
4408	637128.8545
4409	637126.1743
4410	637111.1355
4411	637091.9235
4412	637083.523
4413	637054.9706
4414	637047.7388
4415	637044.0905
4416	637030.2649
4417	637021.2441
4418	637013.1468
4419	636999.9312
4420	636996.5679
4421	636993.0862
4422	636973.7515
4423	636970.1706
4424	636963.7767
4425	636945.5781
4426	636941.1941
4427	636938.3063
4428	636926.8501
4429	636916.7101
4430	636912.0488
4431	636903.9017
4432	636885.5882
4433	636864.9591
4434	636856.1441
4435	636832.8618
4436	636830.0781
4437	636797.9375
4438	636791.6169
4439	636768.9473
4440	636746.1808
4441	636738.8734
4442	636734.1121
4443	636730.7324
4444	636715.394
4445	636697.9429
4446	636688.7558
4447	636679.006
4448	636677.6436
4449	636671.619
4450	636666.7661
4451	636661.3926
4452	636652.7417
4453	636644.9055
4454	636642.1693
4455	636637.0188
4456	636623.9034
4457	636616.7147
4458	636612.3518
4459	636607.6706
4460	636577.2926
4461	636575.1546
4462	636572.1913
4463	636556.0557
4464	636550.0033
4465	636538.7589
4466	636453.7157
4467	636417.3779
4468	636411.7318
4469	636402.9901
4470	636387.1189
4471	636365.0622
4472	636345.688
4473	636341.3182
4474	636328.7587
4475	636315.5682
4476	636295.8764
4477	636291.3969
4478	636290.0858
4479	636279.7613
4480	636271.5567
4481	636269.2502
4482	636257.5999
4483	636246.0375
4484	636195.7553
4485	636191.585
4486	636182.4081
4487	636179.515
4488	636171.5571
4489	636160.4254
4490	636157.4315
4491	636153.8275
4492	636145.2339
4493	636122.1377
4494	636102.0143
4495	636090.8289
4496	636088.909
4497	636078.0852
4498	636072.8763
4499	636069.546
4500	636036.4265
4501	636031.9584
4502	636027.1409
4503	636024.3631
4504	636017.1041
4505	636010.2662
4506	636003.9952
4507	636002.7688
4508	635999.3434
4509	635985.2943
4510	635965.7053
4511	635899.9702
4512	635898.5224
4513	635885.4534
4514	635878.3486
4515	635876.7702
4516	635875.1119
4517	635855.0645
4518	635822.6568
4519	635817.6229
4520	635796.145
4521	635793.3911
4522	635790.8511
4523	635789.9444
4524	635776.6061
4525	635772.5699
4526	635743.6413
4527	635730.1279
4528	635725.5815
4529	635713.1736
4530	635702.3362
4531	635684.685
4532	635652.776
4533	635648.2471
4534	635611.3069
4535	635608.7713
4536	635604.3302
4537	635598.2089
4538	635595.338
4539	635575.8917
4540	635575.7925
4541	635571.3574
4542	635569.4378
4543	635560.0445
4544	635558.1591
4545	635538.9098
4546	635536.6227
4547	635518.5427
4548	635511.0178
4549	635463.7967
4550	635443.603
4551	635423.4225
4552	635416.6996
4553	635390.9907
4554	635381.9694
4555	635380.9814
4556	635362.0012
4557	635360.9629
4558	635356.136
4559	635356.0572
4560	635347.3899
4561	635342.4481
4562	635336.6387
4563	635309.3468
4564	635302.5736
4565	635295.6064
4566	635274.7034
4567	635270.6457
4568	635247.239
4569	635206.9498
4570	635199.6404
4571	635171.9103
4572	635167.2305
4573	635147.4908
4574	635145.9151
4575	635139.0487
4576	635121.394
4577	635113.4582
4578	635106.6617
4579	635106.1454
4580	635096.2177
4581	635069.8244
4582	635064.303
4583	635049.7613
4584	635046.0736
4585	635037.4886
4586	635018.5308
4587	635017.0964
4588	635016.2422
4589	634950.9654
4590	634917.2894
4591	634916.9591
4592	634898.3866
4593	634895.9111
4594	634885.4916
4595	634871.365
4596	634849.4845
4597	634831.501
4598	634818.8012
4599	634816.5768
4600	634809.4585
4601	634802.341
4602	634784.3852
4603	634781.0367
4604	634760.1084
4605	634742.6477
4606	634716.7565
4607	634712.0628
4608	634711.1834
4609	634704.8767
4610	634697.1527
4611	634681.1823
4612	634674.1947
4613	634667.5957
4614	634663.7943
4615	634642.8587
4616	634626.4593
4617	634625.9954
4618	634595.0162
4619	634579.5349
4620	634566.6946
4621	634563.597
4622	634562.4769
4623	634557.1192
4624	634545.2465
4625	634521.5196
4626	634502.9168
4627	634498.7215
4628	634498.5238
4629	634465.308
4630	634463.0443
4631	634424.7158
4632	634423.263
4633	634406.5491
4634	634376.9749
4635	634364.1232
4636	634341.7533
4637	634326.3599
4638	634319.1134
4639	634300.2292
4640	634279.5937
4641	634261.0672
4642	634249.4409
4643	634244.1383
4644	634243.516
4645	634233.4395
4646	634224.8069
4647	634206.064
4648	634195.1272
4649	634191.3549
4650	634187.6895
4651	634186.867
4652	634179.5794
4653	634159.4991
4654	634141.9751
4655	634132.1929
4656	634130.5339
4657	634097.9699
4658	634097.8179
4659	634071.6699
4660	634038.3925
4661	634014.6922
4662	634006.5937
4663	633979.8695
4664	633978.2888
4665	633968.9021
4666	633965.1645
4667	633956.6543
4668	633923.953
4669	633920.2594
4670	633905.718
4671	633870.3977
4672	633854.7379
4673	633849.1661
4674	633825.1904
4675	633814.7282
4676	633805.9778
4677	633793.852
4678	633791.9824
4679	633782.779
4680	633756.4545
4681	633745.4095
4682	633739.4838
4683	633729.64
4684	633720.4613
4685	633698.3033
4686	633692.6447
4687	633649.5168
4688	633616.7885
4689	633559.5224
4690	633546.7648
4691	633539.6487
4692	633535.108
4693	633525.69
4694	633495.0183
4695	633492.978
4696	633489.7407
4697	633411.427
4698	633400.7679
4699	633393.4123
4700	633382.8978
4701	633377.6181
4702	633347.0474
4703	633339.4478
4704	633330.6872
4705	633326.9439
4706	633319.3573
4707	633308.4365
4708	633289.7408
4709	633282.214
4710	633278.4693
4711	633259.6255
4712	633242.735
4713	633219.7083
4714	633214.8266
4715	633213.0871
4716	633195.9102
4717	633188.8407
4718	633181.8341
4719	633177.0775
4720	633172.9735
4721	633169.0327
4722	633145.8925
4723	633145.773
4724	633122.2115
4725	633111.0106
4726	633101.9013
4727	633099.665
4728	633093.4538
4729	633086.5891
4730	633077.0613
4731	633070.4142
4732	633066.0377
4733	633054.7201
4734	633048.1308
4735	633025.3103
4736	633004.8611
4737	632981.3175
4738	632959.6908
4739	632943.2761
4740	632908.7982
4741	632903.7394
4742	632833.9431
4743	632824.172
4744	632815.9676
4745	632813.5922
4746	632802.7927
4747	632799.5746
4748	632798.4754
4749	632795.7798
4750	632772.2317
4751	632764.617
4752	632741.7994
4753	632732.3511
4754	632710.7388
4755	632709.0615
4756	632705.6708
4757	632700.229
4758	632700.1574
4759	632691.8386
4760	632688.3341
4761	632676.7576
4762	632660.6779
4763	632624.0431
4764	632620.7799
4765	632609.5951
4766	632596.4676
4767	632586.4123
4768	632582.9191
4769	632579.5327
4770	632577.9352
4771	632555.4118
4772	632544.5073
4773	632531.2128
4774	632529.1192
4775	632524.9205
4776	632521.4781
4777	632498.5142
4778	632474.5463
4779	632441.7117
4780	632441.492
4781	632440.5124
4782	632438.4684
4783	632417.856
4784	632417.2112
4785	632406.581
4786	632395.6486
4787	632387.1257
4788	632384.3458
4789	632371.0848
4790	632361.3081
4791	632354.7459
4792	632347.5783
4793	632344.1547
4794	632335.665
4795	632302.8594
4796	632302.2538
4797	632265.8662
4798	632260.1937
4799	632249.4377
4800	632248.0504
4801	632241.8709
4802	632240.4366
4803	632226.2391
4804	632225.7206
4805	632224.5392
4806	632213.5265
4807	632168.6418
4808	632146.2449
4809	632138.9098
4810	632138.4747
4811	632113.1533
4812	632096.4404
4813	632079.7363
4814	632070.1143
4815	632066.921
4816	632062.9917
4817	632055.1581
4818	632043.8318
4819	632025.1264
4820	632007.4213
4821	631995.9569
4822	631994.3452
4823	631978.5766
4824	631965.7903
4825	631965.6486
4826	631955.0118
